PWGTP,STPUMA,POWSPPUMA,RES,POW,TM,TT
29,03400306,03604100,Inner New Jersey,Queens,Drive Alone,30 to 59 Mins
29,03400303,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
24,03401902,03604000,Inner New Jersey,Brooklyn,Carpool,30 to 59 Mins
15,03401902,03604000,Inner New Jersey,Brooklyn,Carpool,90 Mins or More
57,03400501,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
17,03401503,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
24,03400702,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
20,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
15,03400501,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
44,03400702,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
13,03400901,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
18,03401901,03603900,Inner New Jersey,Staten Island,Carpool,Less than 30 Mins
20,03400905,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
18,03400905,03604000,Inner New Jersey,Brooklyn,Drive Alone,90 Mins or More
14,03400602,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
14,03400602,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
11,03400602,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
20,03400601,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
27,03400904,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
15,03401401,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
13,03401401,03604000,Inner New Jersey,Brooklyn,Bus,60 to 89 Mins
18,03400304,03603800,Inner New Jersey,Manhattan,Other,60 to 89 Mins
28,03401403,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
23,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
24,03400901,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
25,03400901,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
26,03401502,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
44,03401901,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
10,03401901,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
20,03401103,03603800,Outer New Jersey,Manhattan,Other,30 to 59 Mins
34,03401104,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
22,03401402,03604000,Inner New Jersey,Brooklyn,Subway,60 to 89 Mins
18,03401402,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
71,03400703,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
32,03401402,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
13,03400304,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
15,03400304,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
13,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
13,03400906,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
30,03400602,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
28,03400602,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
13,03401205,03604000,Outer New Jersey,Brooklyn,Drive Alone,90 Mins or More
12,03400308,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
14,03400301,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
18,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
19,03401800,03603700,Inner New Jersey,Bronx,Drive Alone,30 to 59 Mins
37,03400501,03603800,Inner New Jersey,Manhattan,Other,60 to 89 Mins
11,03400601,03604000,Inner New Jersey,Brooklyn,Rail,30 to 59 Mins
13,03401404,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
13,03401104,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
19,03401104,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
13,03400904,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
20,03401401,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
11,03401402,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
11,03401402,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
17,03401302,03604000,Inner New Jersey,Brooklyn,Bus,60 to 89 Mins
14,03401404,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
15,03401104,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
38,03400307,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
23,03400905,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
10,03400301,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
9,03400301,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
8,03401104,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
13,03401403,03604000,Inner New Jersey,Brooklyn,Rail,90 Mins or More
20,03401403,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
8,03400702,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
20,03401104,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
11,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
53,03401106,03603800,Outer New Jersey,Manhattan,Rail,60 to 89 Mins
18,03401106,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
18,03400303,03604000,Inner New Jersey,Brooklyn,Bus,60 to 89 Mins
16,03400601,03603800,Inner New Jersey,Manhattan,Subway,Less than 30 Mins
17,03400304,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
13,03400502,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
31,03401002,03603900,Inner New Jersey,Staten Island,Drive Alone,60 to 89 Mins
15,03401504,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
10,03400308,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
22,03401106,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
12,03401902,03604000,Inner New Jersey,Brooklyn,Carpool,30 to 59 Mins
41,03400602,03604100,Inner New Jersey,Queens,Subway,60 to 89 Mins
9,03400301,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
19,03401901,03603900,Inner New Jersey,Staten Island,Carpool,Less than 30 Mins
20,03401901,03603900,Inner New Jersey,Staten Island,Carpool,Less than 30 Mins
12,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
17,03400901,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
11,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
5,03401401,03603800,Inner New Jersey,Manhattan,Carpool,Less than 30 Mins
17,03401902,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
27,03400400,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
16,03400703,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
45,03401402,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
28,03401401,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
6,03400308,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
19,03401503,03603800,Inner New Jersey,Manhattan,Carpool,90 Mins or More
33,03401402,03603800,Inner New Jersey,Manhattan,Subway,Less than 30 Mins
12,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
9,03400904,03603800,Inner New Jersey,Manhattan,Carpool,30 to 59 Mins
46,03401502,03604100,Inner New Jersey,Queens,Drive Alone,90 Mins or More
21,03400901,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
26,03400901,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
12,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
50,03401402,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
8,03400902,03604000,Inner New Jersey,Brooklyn,Rail,90 Mins or More
17,03401402,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
21,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
22,03401001,03604000,Inner New Jersey,Brooklyn,Rail,90 Mins or More
24,03400702,03603800,Inner New Jersey,Manhattan,Subway,Less than 30 Mins
30,03400307,03603800,Inner New Jersey,Manhattan,Carpool,60 to 89 Mins
19,03401106,03603700,Outer New Jersey,Bronx,Drive Alone,90 Mins or More
10,03400400,03603800,Inner New Jersey,Manhattan,Bus,Less than 30 Mins
38,03400904,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
12,03400502,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
12,03400502,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
14,03401302,03604000,Inner New Jersey,Brooklyn,Subway,60 to 89 Mins
41,03400602,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
17,03401301,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
6,03400303,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
8,03400303,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
22,03401504,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
10,03400303,03604000,Inner New Jersey,Brooklyn,Carpool,30 to 59 Mins
8,03401201,03603800,Outer New Jersey,Manhattan,Drive Alone,90 Mins or More
20,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
9,03401902,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
12,03401902,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
35,03401402,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
51,03401800,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
14,03401105,03603900,Outer New Jersey,Staten Island,Drive Alone,30 to 59 Mins
24,03401403,03604000,Inner New Jersey,Brooklyn,Rail,60 to 89 Mins
20,03401403,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
11,03400602,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
11,03400602,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
20,03400701,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
19,03400701,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
12,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
9,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
7,03400303,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
10,03400303,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
16,03400301,03604000,Inner New Jersey,Brooklyn,Drive Alone,30 to 59 Mins
20,03400903,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
13,03401302,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
11,03400703,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
10,03400703,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
25,03401402,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
17,03401402,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
14,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
14,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
25,03400304,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
26,03401402,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
11,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
13,03400305,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
19,03400307,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
6,03401402,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
11,03400703,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
11,03400304,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
14,03401102,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
15,03401403,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
8,03400308,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
7,03400308,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
19,03401002,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
8,03400904,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
17,03401105,03604000,Outer New Jersey,Brooklyn,Carpool,30 to 59 Mins
35,03400701,03604000,Inner New Jersey,Brooklyn,Bus,60 to 89 Mins
11,03400502,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
12,03401301,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
12,03400502,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
29,03400306,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
25,03400306,03603700,Inner New Jersey,Bronx,Drive Alone,60 to 89 Mins
13,03400307,03603700,Inner New Jersey,Bronx,Drive Alone,30 to 59 Mins
11,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
53,03400501,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
8,03401402,03603700,Inner New Jersey,Bronx,Subway,30 to 59 Mins
12,03400701,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
20,03400301,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
27,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
21,03400400,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
12,03401104,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
11,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
9,03400307,03603700,Inner New Jersey,Bronx,Drive Alone,Less than 30 Mins
13,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03400303,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
34,03400305,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
17,03401401,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
15,03400602,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
11,03401001,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
10,03401001,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
9,03401001,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
14,03401901,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
7,03400303,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
19,03401101,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
69,03400905,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
23,03400307,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
11,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
8,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
15,03400307,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
15,03400307,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
11,03401401,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
17,03400303,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
20,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
11,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
9,03401003,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
26,03401106,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
13,03401106,03603800,Outer New Jersey,Manhattan,Subway,30 to 59 Mins
11,03401903,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
10,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
19,03401205,03603800,Outer New Jersey,Manhattan,Drive Alone,90 Mins or More
27,03400601,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
30,03400601,03603700,Inner New Jersey,Bronx,Bus,60 to 89 Mins
15,03401302,03603900,Inner New Jersey,Staten Island,Drive Alone,30 to 59 Mins
16,03400901,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03400901,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
29,03400701,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
19,03400701,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
13,03401404,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
27,03400902,03603900,Inner New Jersey,Staten Island,Drive Alone,30 to 59 Mins
25,03400305,03603800,Inner New Jersey,Manhattan,Other,90 Mins or More
3,03401102,03603800,Outer New Jersey,Manhattan,Drive Alone,90 Mins or More
11,03401504,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
11,03400701,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
9,03401902,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
3,03401103,03603800,Outer New Jersey,Manhattan,Bus,30 to 59 Mins
7,03400902,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
22,03401102,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
33,03401102,03603800,Outer New Jersey,Manhattan,Bus,60 to 89 Mins
12,03400601,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
7,03401904,03603900,Inner New Jersey,Staten Island,Carpool,30 to 59 Mins
65,03400703,03604000,Inner New Jersey,Brooklyn,Subway,60 to 89 Mins
5,03400501,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
12,03400701,03603800,Inner New Jersey,Manhattan,Other,Less than 30 Mins
16,03400703,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
18,03401904,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
14,03400907,03604000,Inner New Jersey,Brooklyn,Drive Alone,30 to 59 Mins
61,03401902,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
24,03400601,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
25,03400601,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
31,03400601,03603800,Inner New Jersey,Manhattan,Rail,Less than 30 Mins
21,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
25,03400307,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
22,03401901,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
9,03401902,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
15,03401403,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03401403,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
12,03401404,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
15,03401902,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
14,03401403,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
25,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
23,03401103,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
13,03401103,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
72,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
19,03401403,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
15,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
11,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
18,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
22,03401503,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
11,03401105,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
64,03400308,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
15,03400703,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
13,03401203,03603800,Outer New Jersey,Manhattan,Drive Alone,90 Mins or More
12,03401203,03604000,Outer New Jersey,Brooklyn,Drive Alone,30 to 59 Mins
9,03400903,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
43,03400601,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
7,03401503,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
12,03400904,03604100,Inner New Jersey,Queens,Drive Alone,30 to 59 Mins
7,03400906,03603900,Inner New Jersey,Staten Island,Drive Alone,30 to 59 Mins
9,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
9,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
10,03401901,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03401301,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
16,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
16,03400901,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
25,03400302,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
15,03402302,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
18,03401401,03604100,Inner New Jersey,Queens,Drive Alone,90 Mins or More
10,03400305,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
22,03402302,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
36,03400602,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
32,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
30,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
80,03400302,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
9,03400703,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
26,03401102,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
28,03401503,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
15,03400907,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
8,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
6,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
9,03401600,03603800,Outer New Jersey,Manhattan,Rail,60 to 89 Mins
11,03400702,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
82,03401404,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
13,03400904,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
22,03400303,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
20,03400702,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
12,03401504,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
19,03401401,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
10,03400308,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
11,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
10,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
19,03401104,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
22,03401104,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
15,03401105,03603800,Outer New Jersey,Manhattan,Bus,60 to 89 Mins
21,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
17,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
17,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
10,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
26,03401301,03603800,Inner New Jersey,Manhattan,Other,60 to 89 Mins
31,03401301,03603800,Inner New Jersey,Manhattan,Other,60 to 89 Mins
21,03401102,03604000,Outer New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
23,03400702,03603800,Inner New Jersey,Manhattan,Other,60 to 89 Mins
15,03401504,03603800,Inner New Jersey,Manhattan,Other,60 to 89 Mins
15,03400301,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
17,03400301,03603700,Inner New Jersey,Bronx,Drive Alone,30 to 59 Mins
20,03400800,03603800,Outer New Jersey,Manhattan,Subway,Less than 30 Mins
11,03400307,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
15,03400307,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
17,03400906,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
14,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
56,03400301,03604000,Inner New Jersey,Brooklyn,Bus,60 to 89 Mins
25,03400703,03603800,Inner New Jersey,Manhattan,Other,60 to 89 Mins
23,03400303,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
68,03400602,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
7,03400903,03603900,Inner New Jersey,Staten Island,Carpool,60 to 89 Mins
29,03400702,03604100,Inner New Jersey,Queens,Subway,90 Mins or More
14,03401401,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
6,03401402,03604000,Inner New Jersey,Brooklyn,Drive Alone,90 Mins or More
5,03401402,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
26,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
19,03400308,03604000,Inner New Jersey,Brooklyn,Rail,60 to 89 Mins
16,03400308,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
8,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
6,03400601,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
23,03400400,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
8,03401902,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
12,03400903,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
11,03400903,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
16,03401101,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
13,03400305,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
14,03400905,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
23,03400905,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
35,03400301,03604000,Inner New Jersey,Brooklyn,Bus,60 to 89 Mins
9,03400903,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
17,03401404,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
12,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
18,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
14,03401503,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
18,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
41,03401401,03603800,Inner New Jersey,Manhattan,Carpool,Less than 30 Mins
23,03401902,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
23,03401902,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
21,03401502,03604100,Inner New Jersey,Queens,Bus,90 Mins or More
8,03401903,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
12,03401401,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
24,03401104,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
15,03400305,03603700,Inner New Jersey,Bronx,Drive Alone,30 to 59 Mins
14,03401104,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
31,03400601,03603800,Inner New Jersey,Manhattan,Subway,Less than 30 Mins
28,03400702,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
17,03400308,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
14,03400703,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
9,03400307,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
